92.04866475	99.685	37.07079331	10.235	87.0221165	56.2345085	48.0663676	43.35397862	43.03981935
56.54866776	71.6283125	43.35397862	52.77875658	98.96016859	66.60176426	46.49557127	52.15043805	46.18141201
54.97787144	76.96902001	100.639	102.1017612	83.56636459	88.59291283	45.55309348	65.03096793	43.98229715
45.695	75.08406442	30.78760801	83.25220532	92.04866475	84.19468312	45.23893421	23.24778564	48.69468613
73.19910883	74.14158662	40.21238597	55.92034923	89.84954989	68.17256058	22.367	25.76105976	47.1238898
114.6681319	32.658	73.19910883	27.64601535	84.19468312	100.5309649	46.80973054	66.60176426	47.1238898
125.6637061	78.85397561	68.17256058	51.52211952	93.93362034	69.74335691	200.346	55.60618997	45.23893421
23.5619449	74.14158662	37.07079331	54.34955291	79.16813487	98.33185006	47.43804907	57.80530483	45.55309348
59.06194189	72.88494956	28.90265241	34.24335992	46.80973054	88.9070721	67.85840132	38.9557489	75.08406442
51.83627878	70.37167544	31.41592654	45.23893421	69.42919764	89.53539063	47.75220833	49.32300466	45.23893421
48.69468613	33.658	32.04424507	49.0088454	10.694	74.14158662	47.75220833	40.8407045	45.55309348
71.31415324	72.25663103	48.0663676	25.76105976	97.70353153	73.19910883	44.61061568	54.34955291	100.256
46.49557127	22.569	99.58848712	30.47344874	99.90264638	84.50884238	45.86725274	67.54424205	47.43804907
154.657	67.23008279	134.7743248	51.52211952	22.569	58.43362336	14.569	52.15043805	79.16813487
56.54866776	69.42919764	98.96016859	31.41592654	89.53539063	74.76990516	45.23893421	43.03981935	63.14601234
46.80973054	57.49114556	73.82742736	69.42919764	92.99114255	60.31857895	47.43804907	22.93362637	22.635
53.40707511	77.91149781	82.93804605	20.73451151	98.96016859	52.15043805	44.92477495	59.69026042	70.37167544
41.46902303	29.53097094	46.80973054	44.61061568	99.90264638	132.57521	49.0088454	30.47344874	67.85840132
54.03539364	93.93362034	67.23008279	25.76105976	40.635	93.30530181	41.46902303	22.5688	71.94247177
100.6457	98.96016859	77.91149781	125.639	99.90264638	75.71238295	75.71238295	86.39379797	77.91149781
57.1769863	46.18141201	90.16370916	40.52654523	100.2168056	80.42477193	80.42477193	76.96902001	71.31415324
47.75220833	96.1327352	96.1327352	55.92034923	10.2536	69.74335691	45.86725274	70.68583471	76.96902001
31.41592654	88.27875357	88.27875357	75.896	96.44689447	45.23893421	45.86725274	21.357	70.37167544
42.09734156	62.83185307	102.1017612	49.0088454	100.2168056	42.09734156	42.41150082	77.28317928	77.59733854
47.75220833	72.88494956	69.74335691	81.68140899	92.36282402	92.67698328	47.75220833	74.45574589	70.68583471
50.26548246	76.02654222	44.29645642	63.4601716	105.8716724	95.1902574	46.80973054	38.01327111	72.5707903
33.296	42.41150082	76.34070148	40.8407045	79.16813487	76.96902001	109.9557429	51.52211952	67.85840132
107.756628	58.74778262	76.02654222	27.64601535	66.91592352	91.73450548	125.6637061	75.08406442	71.94247177
107.756628	100.256	66.91592352	48.69468613	69.42919764	119.6946801	55.60618997	35.81415625	86.07963871
22.365	36.44247478	70.68583471	85.67	65.65928646	67.54424205	28.58849315	55.92034923	47.1238898
67.23008279	43.66813788	67.23008279	41.78318229	10.236	70.37167544	82.93804605	90.79202769	21.589
95.1902574	22.93362637	73.51326809	32.04424507	65.97344573	97.70353153	76.96902001	91.10618695	46.18141201
93.93362034	60.94689748	73.51326809	72.88494956	77.91149781	101.4734427	98.01769079	98.96016859	44.29645642
107.1283095	44.61061568	68.48671985	42.09734156	43.98229715	99.58848712	47.1238898	97.075213	46.18141201
78.85397561	45.55309348	40.21238597	49.0088454	43.35397862	72.25663103	101.258	95.81857593	44.92477495
86.07963871	33.61504139	28.58849315	21.99114858	80.11061267	66.28760499	73.82742736	88.9070721	21.569
98.96016859	28.58849315	29.84513021	30.78760801	66.60176426	43.35397862	83.56636459	92.99114255	44.29645642
45.698	101.787602	73.82742736	40.21238597	68.17256058	45.23893421	125.6637061	101.4734427	105.639
105.2433539	70.37167544	73.19910883	27.01769682	72.25663103	43.66813788	11.256	91.73450548	47.1238898
82.30972752	37.69911184	76.34070148	28.90265241	66.28760499	47.1238898	63.4601716	102.4159205	42.09734156
97.38937226	62.83185307	63.4601716	40.8407045	70.99999397	48.69468613	42.72566009	109.3274243	40.52654523
90.16370916	33.61504139	81.05309046	29.53097094	74.45574589	22.3657	96.76105373	98.64600932	55.60618997
120.6371579	69.42919764	76.65486075	45.86725274	68.17256058	70.589	39.26990817	95.50441667	70.05751618
59.06194189	92.36282402	27.01769682	77.28317928	70.37167544	47.43804907	81.05309046	100.456	94.87609814
18.84955592	95.50441667	30.47344874	69.74335691	29.53097094	44.29645642	101.787602	102.7300798	63.77433087
68.17256058	109.6415836	46.18141201	39.58406744	45.86725274	50.89380099	91.73450548	102.4159205	70.68583471
51.20796025	94.87609814	35.49999699	30.15928947	69.74335691	154.869	122.356	21.365	65.97344573
98.01769079	99.58848712	86.39379797	41.46902303	73.82742736	43.66813788	101.4734427	96.1327352	65.97344573
27.64601535	95.50441667	63.4601716	28.27433388	75.39822369	43.98229715	45.86725274	102.1017612	51.83627878
16.3362818	75.71238295	23.24778564	40.21238597	73.19910883	66.60176426	47.75220833	102.4159205	71.6283125
76.02654222	100.5309649	42.41150082	28.58849315	105.968	68.17256058	48.69468613	22.653	27.01769682
11.93805208	91.42034622	55.60618997	29.84513021	93.30530181	63.77433087	38.32743037	98.64600932	111.2123799
29.84513021	96.1327352	36.44247478	87.9645943	98.96016859	40.52654523	51.83627878	93.93362034	105.2433539
55.60618997	32.596	57.49114556	38.64158964	44.92477495	88.59291283	63.77433087	75.698	82.30972752
52.15043805	100.8451242	100.8451242	33.61504139	22.785	44.29645642	40.52654523	99.58848712	32.598
